Region,Country,Item Type,Sales Channel,Order Priority,Order Date,Order ID,Ship Date,Units Sold,Unit Price,Unit Cost,Total Revenue,Total Cost,Total Profit
Asia,France,Electronics,Online,High,2023-03-24,497,2023-04-13,635,5.50,1.60,72.70,6.60,15.70
Australia,Canada,Electronics,Offline,Low,2022-11-10,498,2023-04-12,874,0.20,4.20,97.70,20.70,48.80
Asia,UK,Electronics,Online,Low,2023-01-17,499,2023-04-13,673,6.20,2.30,33.40,42.00,10.00
South America,Mexico,Clothing,Offline,High,2023-01-07,500,2023-04-14,471,1.40,1.70,40.80,43.60,17.30
South America,China,Furniture,Offline,Medium,2023-01-07,501,2023-04-09,861,6.60,3.40,32.40,19.10,39.00
South America,USA,Sports,Online,Low,2022-04-29,502,2023-04-11,800,0.40,4.60,72.70,47.70,5.50
South America,Mexico,Furniture,Offline,Medium,2022-09-21,503,2023-04-13,304,0.80,1.10,48.10,14.50,34.10
Asia,Mexico,Food,Online,Medium,2023-01-03,504,2023-04-09,956,2.90,4.40,92.30,34.20,15.20
South America,Germany,Clothing,Offline,Medium,2022-09-16,505,2023-04-11,239,0.60,2.80,25.00,35.70,4.20
South America,Australia,Furniture,Online,High,2022-12-25,506,2023-04-15,501,0.10,1.70,64.40,31.80,40.40
Asia,Mexico,Clothing,Online,Medium,2022-07-12,507,2023-04-10,770,1.60,1.30,76.90,22.10,33.70
Asia,USA,Clothing,Offline,Medium,2023-02-06,508,2023-04-14,414,7.40,1.40,0.40,1.20,0.50
Europe,Germany,Food,Offline,Low,2023-02-20,509,2023-04-11,923,8.60,2.20,94.20,49.50,45.60
Europe,China,Electronics,Offline,Low,2022-10-05,510,2023-04-15,824,2.90,0.20,81.60,43.70,2.40
Australia,India,Clothing,Offline,Medium,2022-06-13,511,2023-04-14,397,1.10,4.50,71.60,44.10,16.80
Asia,France,Furniture,Online,Low,2022-08-25,512,2023-04-14,871,2.80,1.40,37.50,3.80,9.00
Asia,Mexico,Furniture,Online,Low,2022-09-14,513,2023-04-10,934,8.80,3.50,47.60,36.90,8.90
North America,France,Furniture,Offline,Low,2022-10-22,514,2023-04-14,978,7.30,1.10,32.90,31.90,3.50
Asia,Canada,Furniture,Online,Medium,2022-08-19,515,2023-04-13,981,5.90,1.30,15.00,12.40,35.70
Asia,UK,Furniture,Online,Medium,2023-03-18,516,2023-04-15,561,9.00,1.00,4.90,44.00,4.40
Asia,USA,Food,Offline,High,2022-06-16,517,2023-04-10,991,9.20,2.80,64.40,24.70,4.70
Europe,UK,Toys,Online,Low,2022-12-31,518,2023-04-13,929,0.80,4.60,85.10,10.20,41.30
North America,Brazil,Electronics,Online,Medium,2022-09-30,519,2023-04-09,991,8.60,4.00,19.80,34.40,41.30
North America,Brazil,Toys,Offline,Medium,2023-02-17,520,2023-04-15,385,0.60,3.80,19.90,15.50,6.90
Asia,China,Electronics,Online,Medium,2022-05-06,521,2023-04-14,657,3.60,3.70,40.90,18.30,23.80
Asia,Brazil,Food,Offline,High,2022-05-13,522,2023-04-11,588,4.10,1.70,44.70,39.00,31.40
Asia,UK,Sports,Offline,High,2022-08-05,523,2023-04-14,185,4.90,0.30,56.20,19.60,49.50
Europe,Germany,Furniture,Online,Low,2022-12-21,524,2023-04-10,783,2.50,2.60,55.70,23.40,6.80
Asia,Mexico,Toys,Offline,Medium,2022-10-03,525,2023-04-10,968,5.20,0.60,6.50,25.60,11.70
Europe,UK,Furniture,Online,Medium,2022-10-03,526,2023-04-11,691,2.50,4.30,25.70,47.00,15.80
Europe,Brazil,Furniture,Online,High,2022-10-31,527,2023-04-11,942,4.60,1.60,41.20,12.00,32.00
Europe,Australia,Furniture,Offline,Low,2022-12-15,528,2023-04-13,196,0.90,3.30,85.80,6.30,34.20
North America,China,Electronics,Offline,Low,2022-06-04,529,2023-04-10,87,8.20,0.40,63.30,29.20,3.60
South America,Brazil,Sports,Offline,High,2023-03-02,530,2023-04-10,119,3.20,2.00,5.00,22.10,49.20
Australia,Japan,Sports,Offline,High,2022-10-05,531,2023-04-10,384,9.00,4.20,0.10,48.90,40.80
North America,China,Toys,Offline,Medium,2022-07-07,532,2023-04-14,674,3.40,4.40,73.50,16.30,22.70
North America,Japan,Food,Online,High,2022-09-13,533,2023-04-11,58,0.70,1.10,5.70,42.10,39.30
Europe,Canada,Food,Online,Medium,2022-05-03,534,2023-04-09,414,6.00,3.20,16.20,45.60,19.50
Europe,Mexico,Food,Offline,Medium,2022-10-31,535,2023-04-14,21,9.70,3.00,84.50,13.90,23.00
Europe,India,Clothing,Online,High,2022-11-05,536,2023-04-10,175,6.00,4.90,18.90,45.60,36.60
Asia,China,Food,Online,Medium,2022-09-17,537,2023-04-14,458,3.60,0.30,97.00,41.50,8.00
South America,USA,Furniture,Offline,Medium,2022-09-30,538,2023-04-09,850,6.60,4.80,42.30,36.10,15.10
Australia,France,Toys,Offline,Medium,2022-09-02,539,2023-04-14,228,3.90,0.30,55.50,0.50,2.30
Asia,Mexico,Food,Offline,Medium,2022-05-25,540,2023-04-12,727,9.70,2.10,80.20,44.70,44.90
Australia,India,Furniture,Offline,Medium,2022-08-11,541,2023-04-11,662,3.10,4.30,79.50,35.10,16.50
Asia,Germany,Clothing,Offline,Medium,2022-07-24,542,2023-04-14,88,3.50,4.90,61.40,47.40,0.50
North America,Mexico,Sports,Offline,Low,2022-12-30,543,2023-04-10,204,1.80,1.50,95.50,15.20,14.50
South America,India,Sports,Offline,Medium,2023-01-12,544,2023-04-12,603,5.70,1.20,6.30,16.10,39.20
Europe,Brazil,Sports,Online,Low,2022-05-06,545,2023-04-11,990,1.30,2.50,85.00,17.70,24.60
South America,Australia,Toys,Offline,Medium,2022-09-13,546,2023-04-11,240,0.40,1.50,7.10,40.80,25.60
South America,Argentina,Sports,Online,Low,2022-08-27,547,2023-04-11,126,9.80,0.40,81.60,9.80,14.00
Europe,India,Electronics,Offline,Low,2022-12-05,548,2023-04-13,133,3.50,4.20,35.60,18.70,34.80
South America,Mexico,Sports,Offline,Medium,2022-09-20,549,2023-04-11,525,1.50,0.20,25.20,2.60,2.60
South America,China,Sports,Online,Medium,2022-06-07,550,2023-04-13,732,2.20,1.80,2.30,17.90,47.90
South America,Germany,Furniture,Online,Medium,2023-02-25,551,2023-04-11,461,8.30,4.10,91.00,17.20,29.50
South America,UK,Electronics,Offline,High,2023-02-20,552,2023-04-10,240,3.20,3.50,64.50,30.10,46.40
Asia,USA,Clothing,Offline,Low,2022-09-17,553,2023-04-12,844,9.00,0.30,48.10,14.50,15.20
Asia,USA,Electronics,Online,High,2023-03-23,554,2023-04-11,630,9.60,4.30,19.00,8.00,48.70
Europe,China,Toys,Online,Medium,2022-07-06,555,2023-04-11,925,1.60,3.50,8.10,32.00,2.80
Australia,Germany,Food,Online,Low,2022-09-08,556,2023-04-14,515,5.20,1.90,21.10,0.60,46.10
North America,France,Electronics,Offline,Low,2022-06-21,557,2023-04-15,963,8.40,4.10,1.30,38.50,5.40
Australia,UK,Toys,Online,Medium,2023-02-25,558,2023-04-15,750,0.40,4.10,45.00,5.00,14.50
North America,Argentina,Toys,Online,Low,2023-01-08,559,2023-04-14,739,0.80,4.70,77.40,44.20,6.80
South America,Germany,Toys,Online,High,2022-07-19,560,2023-04-10,949,8.00,3.40,13.10,32.30,14.00
North America,Mexico,Furniture,Online,High,2022-09-10,561,2023-04-10,397,3.20,2.00,50.80,34.70,41.50
Asia,Germany,Electronics,Offline,Medium,2023-01-11,562,2023-04-10,137,8.70,2.80,63.30,41.30,49.20
Australia,France,Furniture,Offline,Medium,2022-04-20,563,2023-04-15,527,3.00,3.90,24.70,17.40,20.30
Europe,Australia,Toys,Online,Low,2023-01-24,564,2023-04-09,803,1.70,4.90,33.30,27.80,19.50
Asia,India,Electronics,Online,Low,2022-08-08,565,2023-04-15,57,7.00,3.90,67.70,45.30,45.20
Australia,India,Toys,Online,High,2023-01-17,566,2023-04-13,333,7.70,0.60,27.90,44.40,32.40
Europe,Canada,Food,Online,Low,2022-06-03,567,2023-04-09,394,2.40,1.70,23.30,27.60,38.90
Europe,Japan,Clothing,Online,High,2022-07-22,568,2023-04-10,160,3.50,0.10,38.50,46.00,42.90
Europe,Australia,Sports,Offline,Medium,2022-10-09,569,2023-04-15,875,4.90,4.60,14.60,14.50,40.40
North America,UK,Food,Online,High,2023-03-27,570,2023-04-11,72,6.10,3.90,65.60,27.30,29.80
Australia,Brazil,Toys,Offline,Low,2022-09-27,571,2023-04-11,317,4.20,0.50,30.10,13.10,33.90
Australia,Germany,Clothing,Online,Medium,2022-11-21,572,2023-04-11,216,5.20,0.20,94.30,17.90,47.80
Europe,China,Sports,Offline,Medium,2022-06-05,573,2023-04-14,62,9.00,1.90,13.00,13.40,14.30
South America,Australia,Furniture,Offline,Medium,2022-04-13,574,2023-04-11,464,0.90,2.90,7.70,28.30,19.20
Europe,India,Furniture,Online,High,2022-11-20,575,2023-04-14,544,3.70,1.60,1.20,42.30,19.20
Europe,Japan,Toys,Offline,High,2022-08-22,576,2023-04-15,69,0.40,4.40,72.20,33.40,49.30
Asia,UK,Clothing,Offline,High,2022-11-10,577,2023-04-15,87,4.40,0.40,31.40,40.90,49.70
North America,Japan,Toys,Offline,Medium,2022-04-23,578,2023-04-13,952,4.30,4.10,88.00,33.90,48.90
Australia,India,Sports,Online,Low,2022-07-24,579,2023-04-13,413,3.10,1.60,54.20,22.70,0.40
Australia,France,Sports,Offline,Medium,2023-02-01,580,2023-04-11,160,10.00,0.90,37.50,4.50,46.30
Europe,India,Food,Offline,Low,2022-09-06,581,2023-04-14,904,7.40,4.30,49.00,24.90,1.80
North America,Australia,Food,Online,Medium,2023-04-04,582,2023-04-15,35,6.10,2.30,59.60,28.70,19.90
Europe,China,Clothing,Online,High,2022-08-08,583,2023-04-11,93,0.50,4.00,1.90,41.30,14.70
Asia,France,Food,Offline,Low,2022-11-23,584,2023-04-10,793,0.90,1.40,53.20,46.20,2.70
Europe,China,Clothing,Offline,Low,2022-04-21,585,2023-04-14,515,6.80,2.80,67.80,35.30,20.20
South America,France,Electronics,Offline,High,2022-08-20,586,2023-04-09,62,4.40,3.20,54.70,30.50,19.20
South America,Mexico,Electronics,Online,Medium,2022-09-22,587,2023-04-11,632,7.80,1.20,3.20,17.40,9.50
North America,UK,Sports,Offline,Low,2023-03-30,588,2023-04-09,97,8.90,4.20,97.70,27.50,0.50
South America,China,Clothing,Offline,Low,2022-08-20,589,2023-04-10,485,9.20,4.90,27.20,32.80,23.70
South America,India,Toys,Online,Low,2023-03-17,590,2023-04-14,378,4.50,4.00,33.10,20.00,9.40
South America,China,Electronics,Offline,Low,2022-11-18,591,2023-04-11,85,5.30,2.80,76.20,28.50,44.40
Europe,Argentina,Sports,Online,Medium,2022-08-26,592,2023-04-14,346,3.90,1.10,100.00,47.80,37.10
Australia,Japan,Electronics,Online,High,2022-06-02,593,2023-04-10,476,6.00,3.70,81.00,28.90,48.20
Australia,Germany,Toys,Offline,Low,2022-09-05,594,2023-04-13,159,8.20,3.20,39.50,4.20,18.20
Australia,Argentina,Toys,Offline,Low,2022-07-15,595,2023-04-09,151,0.80,3.50,38.40,30.60,38.40
North America,Brazil,Sports,Online,High,2022-06-10,596,2023-04-13,70,1.50,1.00,14.20,31.30,34.90
Asia,Canada,Clothing,Online,Medium,2023-02-05,597,2023-04-11,247,8.20,2.90,27.40,45.70,26.60
Australia,Japan,Clothing,Offline,High,2022-07-28,598,2023-04-09,758,9.10,5.00,55.20,42.40,12.20
South America,Canada,Clothing,Online,Low,2022-05-16,599,2023-04-11,104,0.60,4.80,81.60,25.90,27.70
South America,India,Toys,Online,Medium,2023-03-03,600,2023-04-10,557,3.40,3.80,30.70,20.20,48.40
North America,India,Toys,Online,Low,2023-03-29,601,2023-04-15,91,3.90,0.70,92.20,12.50,12.30
South America,China,Toys,Offline,Medium,2022-06-13,602,2023-04-10,724,5.30,1.90,17.30,37.80,17.10
South America,China,Electronics,Offline,Medium,2023-04-01,603,2023-04-15,893,7.40,0.10,48.50,45.10,30.70
Asia,China,Electronics,Online,Low,2023-01-15,604,2023-04-11,478,5.90,0.60,32.90,0.40,19.80
Europe,India,Food,Online,Medium,2023-02-19,605,2023-04-15,343,0.60,2.90,25.00,41.30,22.20
South America,UK,Electronics,Offline,High,2022-11-21,606,2023-04-14,457,8.70,0.40,85.40,20.70,14.30
Asia,India,Sports,Online,Low,2022-07-26,607,2023-04-14,236,3.60,1.40,12.10,20.40,26.00
Europe,Germany,Clothing,Offline,Medium,2022-08-13,608,2023-04-10,979,4.40,0.50,65.90,7.70,34.70
Australia,France,Food,Online,Medium,2023-01-27,609,2023-04-14,510,3.30,4.80,59.30,5.30,3.30
Australia,India,Food,Online,High,2023-04-07,610,2023-04-14,511,9.50,4.50,6.70,46.40,38.70
Australia,USA,Food,Offline,High,2022-09-30,611,2023-04-14,156,9.10,2.00,54.40,35.50,6.40
Europe,Japan,Sports,Offline,Low,2023-02-13,612,2023-04-13,37,0.50,3.20,49.90,10.00,43.20
Europe,Brazil,Food,Offline,High,2022-08-26,613,2023-04-10,142,6.20,3.00,79.00,21.00,13.90
Australia,Canada,Sports,Offline,Low,2022-10-01,614,2023-04-11,752,4.90,2.00,96.90,3.80,14.20
Asia,Argentina,Toys,Offline,High,2023-03-03,615,2023-04-15,619,1.00,3.90,49.00,14.50,16.20
Australia,Germany,Toys,Online,Low,2022-12-22,616,2023-04-15,647,6.40,1.20,77.70,13.10,26.00
Asia,Germany,Toys,Offline,Medium,2023-01-25,617,2023-04-10,843,6.40,3.70,36.80,21.30,49.30
Europe,USA,Sports,Offline,High,2022-09-06,618,2023-04-10,878,7.30,4.40,25.30,25.90,35.80
Europe,Japan,Furniture,Offline,Medium,2023-03-28,619,2023-04-10,789,2.00,1.10,77.00,3.00,8.60
Australia,Canada,Furniture,Online,Medium,2022-12-04,620,2023-04-14,90,4.90,4.20,14.40,46.50,0.70
Australia,India,Electronics,Offline,High,2023-02-27,621,2023-04-11,840,7.80,1.10,75.10,22.20,16.10
Asia,UK,Furniture,Online,Medium,2023-03-08,622,2023-04-12,513,3.00,4.00,74.60,0.60,22.30
South America,Argentina,Clothing,Offline,Medium,2023-02-08,623,2023-04-12,909,9.80,1.60,10.20,48.30,29.40
Australia,Germany,Toys,Online,Medium,2022-06-09,624,2023-04-09,302,2.20,4.70,91.60,6.80,29.80
Europe,Australia,Furniture,Offline,Medium,2022-08-30,625,2023-04-14,668,10.00,1.10,29.40,24.10,27.40
North America,India,Sports,Offline,Medium,2022-11-28,626,2023-04-14,421,6.10,0.10,87.00,37.40,17.70
Asia,France,Food,Online,High,2022-04-24,627,2023-04-12,353,0.10,2.50,56.20,31.20,34.80
South America,Germany,Furniture,Online,Medium,2023-01-23,628,2023-04-13,985,0.50,0.10,42.90,38.70,20.10
Europe,France,Electronics,Online,Medium,2023-02-25,629,2023-04-15,618,4.30,3.80,64.10,11.10,12.50
Australia,Australia,Food,Online,High,2023-02-10,630,2023-04-10,922,3.20,1.00,47.40,16.70,37.00
Europe,Mexico,Food,Offline,Low,2022-06-03,631,2023-04-13,472,2.20,0.40,72.20,11.50,38.60
Europe,Brazil,Food,Online,Low,2023-01-23,632,2023-04-15,508,9.30,5.00,81.20,16.50,11.40
North America,China,Toys,Online,Low,2022-12-11,633,2023-04-13,842,4.80,5.00,82.60,20.50,49.90
Australia,Germany,Sports,Offline,Low,2022-06-25,634,2023-04-15,315,5.70,2.80,67.10,38.80,21.60
Asia,Mexico,Furniture,Online,Medium,2022-11-12,635,2023-04-13,26,0.50,3.10,88.00,49.80,39.00
Australia,Brazil,Food,Online,Medium,2023-03-30,636,2023-04-12,298,9.90,3.40,52.60,10.70,19.60
North America,Mexico,Furniture,Offline,High,2022-12-25,637,2023-04-14,698,5.70,1.60,62.40,48.20,9.20
Australia,China,Clothing,Offline,Medium,2023-02-17,638,2023-04-09,479,0.70,4.80,78.30,30.50,27.40
Asia,Argentina,Clothing,Online,Medium,2023-01-08,639,2023-04-09,207,9.50,0.60,13.70,7.50,19.00
Australia,Germany,Electronics,Offline,Low,2022-09-26,640,2023-04-11,929,5.30,0.50,48.90,19.00,2.70
South America,Germany,Electronics,Online,High,2023-01-16,641,2023-04-09,132,8.20,3.80,69.80,13.10,36.90
Australia,Australia,Food,Offline,Medium,2022-09-21,642,2023-04-09,146,6.10,3.90,2.00,15.90,21.40
Australia,Mexico,Furniture,Offline,Medium,2022-10-23,643,2023-04-09,178,3.10,1.30,30.70,31.60,5.30
Asia,Mexico,Sports,Online,Low,2022-09-02,644,2023-04-11,865,1.60,1.80,97.00,19.10,37.80
South America,USA,Sports,Online,High,2022-04-16,645,2023-04-11,726,9.60,2.20,46.60,23.80,38.10
Australia,India,Sports,Offline,Low,2022-06-06,646,2023-04-12,427,7.60,0.90,58.20,41.60,34.30
North America,Mexico,Toys,Online,Medium,2022-11-29,647,2023-04-09,975,4.50,4.40,60.70,11.50,26.20
Europe,Argentina,Electronics,Online,Low,2022-11-24,648,2023-04-09,978,7.60,2.00,56.50,31.90,47.80
South America,China,Toys,Offline,Low,2022-09-11,649,2023-04-12,863,2.70,2.40,78.80,9.10,15.70
Australia,USA,Furniture,Online,High,2023-04-05,650,2023-04-12,68,5.00,3.60,48.00,29.70,36.60
South America,Canada,Toys,Online,Low,2022-11-01,651,2023-04-12,278,2.90,4.40,71.50,33.40,10.50
Australia,Argentina,Furniture,Offline,Low,2023-04-03,652,2023-04-12,736,9.50,0.30,79.60,15.40,47.60
Europe,Germany,Electronics,Online,Medium,2023-04-05,653,2023-04-14,567,8.70,1.70,32.00,10.50,11.20
South America,Australia,Electronics,Online,High,2023-02-24,654,2023-04-13,898,0.80,0.70,45.30,7.80,11.00
Europe,UK,Furniture,Offline,Medium,2023-03-11,655,2023-04-09,244,5.50,1.20,15.50,1.00,28.30
Asia,Brazil,Sports,Offline,High,2022-06-18,656,2023-04-11,78,9.00,0.50,90.10,21.80,1.70
South America,Germany,Food,Online,Low,2022-12-28,657,2023-04-15,114,8.50,0.90,88.30,22.00,3.40
South America,China,Food,Offline,Low,2022-07-04,658,2023-04-12,904,7.20,1.00,86.70,6.30,33.10
North America,Mexico,Sports,Online,High,2022-06-04,659,2023-04-14,930,9.10,3.10,32.40,43.40,9.10
Europe,Mexico,Electronics,Offline,Low,2022-11-17,660,2023-04-15,417,3.30,1.70,16.20,25.00,12.00
Asia,Argentina,Furniture,Online,Low,2023-04-02,661,2023-04-15,966,4.60,1.90,79.60,46.10,48.10
Australia,Germany,Furniture,Offline,High,2022-10-15,662,2023-04-10,628,9.50,3.00,34.10,5.80,45.70
Asia,India,Food,Offline,Medium,2022-07-27,663,2023-04-15,276,7.30,2.20,52.00,42.80,33.70
Europe,Brazil,Sports,Offline,High,2022-04-18,664,2023-04-14,390,2.30,0.70,83.20,16.80,5.30
South America,UK,Electronics,Offline,High,2022-04-14,665,2023-04-11,476,7.30,2.70,63.30,6.60,17.70
South America,Mexico,Clothing,Online,Medium,2022-04-26,666,2023-04-10,607,8.20,4.70,2.70,36.70,2.50
South America,Germany,Sports,Online,Medium,2022-09-21,667,2023-04-14,743,8.30,4.60,81.10,29.10,22.60
Australia,UK,Food,Offline,Medium,2023-02-11,668,2023-04-09,196,5.70,1.60,24.50,14.00,24.30
Australia,Germany,Sports,Offline,Medium,2022-12-14,669,2023-04-15,484,9.80,2.10,87.20,41.60,2.80
Europe,Australia,Clothing,Online,Low,2022-12-02,670,2023-04-14,197,2.00,2.00,82.30,21.70,19.90
Europe,Brazil,Toys,Offline,Medium,2022-06-22,671,2023-04-13,487,10.00,4.40,27.10,28.30,40.90
North America,Australia,Clothing,Offline,Low,2022-08-26,672,2023-04-13,370,5.50,2.90,21.10,49.20,10.40
South America,Australia,Food,Offline,High,2023-02-16,673,2023-04-15,462,7.20,0.10,80.00,13.90,7.70
North America,UK,Food,Offline,High,2022-10-15,674,2023-04-09,878,3.50,3.60,54.80,33.60,36.60
Europe,USA,Sports,Offline,Medium,2022-04-24,675,2023-04-14,284,0.90,5.00,61.40,41.30,10.80
Europe,India,Electronics,Offline,High,2022-08-28,676,2023-04-15,706,3.20,4.90,24.70,26.70,44.10
South America,Argentina,Toys,Offline,High,2022-05-29,677,2023-04-10,245,1.10,3.40,38.30,2.10,43.60
Europe,India,Electronics,Online,High,2023-02-07,678,2023-04-10,729,7.10,3.20,50.80,11.10,38.60
North America,China,Food,Online,Low,2022-05-15,679,2023-04-12,568,3.70,3.00,91.40,28.00,48.40
Australia,Germany,Clothing,Offline,Medium,2023-02-17,680,2023-04-11,635,8.90,3.30,41.50,10.50,4.10
South America,Japan,Clothing,Online,High,2022-06-08,681,2023-04-10,656,0.10,1.00,77.30,28.40,29.50
Asia,USA,Food,Online,High,2023-03-08,682,2023-04-14,816,8.80,3.40,54.10,15.90,41.90
Australia,Canada,Toys,Offline,Medium,2022-08-12,683,2023-04-15,735,9.10,3.60,54.40,19.90,7.10
Europe,Brazil,Sports,Offline,Low,2022-10-08,684,2023-04-10,110,1.60,1.90,25.90,44.30,4.50
South America,Germany,Electronics,Online,Medium,2022-08-18,685,2023-04-12,547,9.60,3.10,24.70,5.90,39.70
Australia,Argentina,Toys,Offline,High,2022-07-28,686,2023-04-11,903,1.50,4.80,90.90,32.80,30.40
Australia,Germany,Furniture,Offline,High,2022-05-04,687,2023-04-15,797,6.00,2.10,35.40,47.50,18.00
Australia,Canada,Electronics,Offline,Low,2022-07-15,688,2023-04-11,874,0.30,0.50,17.40,7.50,26.00
Europe,China,Toys,Offline,Medium,2022-07-03,689,2023-04-15,706,7.00,3.50,98.80,5.40,44.00
Europe,India,Sports,Online,High,2022-08-16,690,2023-04-13,152,5.10,4.90,54.70,42.10,17.60
Europe,China,Electronics,Online,Medium,2022-06-08,691,2023-04-11,887,9.80,1.90,82.40,37.80,35.10
Asia,Australia,Sports,Online,High,2022-09-02,692,2023-04-12,577,3.20,4.40,34.70,6.40,40.90
Australia,India,Toys,Online,Medium,2023-01-24,693,2023-04-13,637,9.70,1.00,6.10,12.00,16.00
North America,Mexico,Clothing,Offline,High,2022-08-12,694,2023-04-15,576,8.50,4.40,48.20,46.30,26.80
South America,Argentina,Furniture,Online,High,2022-12-09,695,2023-04-14,49,6.40,2.20,78.20,29.00,34.40
Australia,France,Sports,Online,High,2022-04-24,696,2023-04-13,727,1.70,3.00,32.20,27.50,14.70
North America,Mexico,Furniture,Online,Medium,2022-10-22,697,2023-04-09,3,9.70,1.70,73.30,2.30,7.80
South America,China,Sports,Offline,Low,2022-10-06,698,2023-04-09,931,1.50,1.90,16.90,0.20,5.00
Australia,Canada,Electronics,Online,Low,2023-03-14,699,2023-04-11,883,9.80,0.90,64.70,40.40,19.40
Australia,Japan,Food,Offline,Low,2022-06-30,700,2023-04-13,172,4.90,1.00,79.70,26.40,37.30
South America,Argentina,Clothing,Online,Low,2022-07-26,701,2023-04-11,64,5.10,3.70,57.70,32.70,32.10
Europe,Australia,Electronics,Offline,Medium,2023-02-27,702,2023-04-10,518,3.50,2.40,99.80,45.70,18.30
South America,India,Food,Offline,High,2023-01-07,703,2023-04-12,386,5.60,3.20,21.20,18.00,21.90
Europe,Brazil,Food,Offline,High,2023-03-19,704,2023-04-15,307,2.40,2.60,70.30,9.10,19.20
Europe,Japan,Furniture,Online,Low,2022-07-09,705,2023-04-09,673,9.90,4.90,8.20,38.00,14.10
Australia,Japan,Clothing,Online,Low,2022-11-28,706,2023-04-09,480,3.80,1.20,40.90,11.90,38.30
South America,Germany,Furniture,Online,High,2022-04-23,707,2023-04-11,152,3.50,0.50,86.40,26.30,18.30
Australia,Argentina,Electronics,Offline,High,2022-07-15,708,2023-04-14,609,4.10,3.00,70.20,24.00,45.40
South America,France,Clothing,Offline,High,2022-05-20,709,2023-04-13,283,5.90,4.00,61.50,41.30,29.10
South America,France,Clothing,Online,Low,2023-02-05,710,2023-04-15,633,0.70,1.40,7.30,21.60,18.40
South America,Australia,Food,Online,Medium,2022-07-14,711,2023-04-13,172,5.50,4.90,24.80,34.00,20.20
Australia,France,Clothing,Online,Low,2022-12-09,712,2023-04-10,953,2.60,2.30,74.30,31.30,14.40
Europe,USA,Furniture,Offline,High,2023-02-27,713,2023-04-13,296,5.70,2.80,33.00,27.10,49.80
South America,Canada,Food,Offline,Medium,2023-02-16,714,2023-04-13,928,2.20,4.40,39.90,44.50,5.50
Australia,Australia,Sports,Offline,High,2023-01-14,715,2023-04-14,215,2.70,1.80,25.80,13.60,17.50
Australia,UK,Sports,Offline,High,2022-07-22,716,2023-04-10,964,9.20,2.90,1.80,19.10,8.20
North America,Australia,Sports,Online,High,2023-02-08,717,2023-04-13,943,1.50,4.30,38.40,12.40,33.90
Asia,India,Sports,Offline,Medium,2022-12-10,718,2023-04-15,785,5.80,1.50,60.50,15.80,23.30
North America,Australia,Electronics,Online,Medium,2022-11-16,719,2023-04-14,274,7.10,4.20,42.90,26.10,43.60
Australia,Argentina,Food,Offline,Low,2022-12-14,720,2023-04-10,374,2.60,4.20,41.20,12.30,20.70
Europe,India,Clothing,Offline,Medium,2022-06-28,721,2023-04-15,360,6.70,2.10,91.40,20.70,39.50
Asia,Japan,Clothing,Online,Low,2022-11-03,722,2023-04-10,477,5.90,0.40,3.30,4.70,21.80
Asia,Mexico,Food,Offline,High,2023-03-16,723,2023-04-13,785,7.60,1.30,67.70,49.20,49.30
Australia,Brazil,Furniture,Online,Medium,2023-01-19,724,2023-04-10,906,9.20,2.60,97.30,40.50,34.40
Europe,China,Furniture,Offline,Medium,2023-03-12,725,2023-04-15,918,1.00,1.70,34.90,6.00,17.30
Europe,UK,Electronics,Online,High,2022-12-14,726,2023-04-11,952,8.30,0.80,27.00,13.90,7.90
South America,USA,Clothing,Online,High,2022-10-17,727,2023-04-12,937,7.90,3.30,8.00,23.10,3.50
North America,Australia,Food,Offline,Medium,2022-04-26,728,2023-04-11,787,8.10,4.00,29.20,49.80,43.90
Europe,Mexico,Food,Online,Medium,2022-12-11,729,2023-04-09,268,1.10,1.70,11.60,28.60,37.70
Australia,France,Electronics,Online,Low,2022-05-27,730,2023-04-09,982,2.90,4.10,97.70,13.70,37.30
South America,France,Furniture,Online,High,2022-09-25,731,2023-04-13,927,5.10,0.20,33.30,18.40,25.80
Asia,Germany,Food,Offline,Low,2023-03-26,732,2023-04-14,582,5.20,1.10,73.50,32.10,28.60
Asia,Germany,Food,Online,Low,2022-05-13,733,2023-04-10,132,3.00,4.20,96.60,38.70,36.50
North America,Japan,Electronics,Offline,Low,2023-02-10,734,2023-04-15,770,8.90,2.90,10.30,0.20,6.90
North America,Japan,Clothing,Online,Low,2022-12-12,735,2023-04-12,854,3.30,4.30,95.70,40.50,30.10
Europe,France,Clothing,Online,High,2023-03-18,736,2023-04-10,121,1.90,4.20,53.50,45.00,40.80
Asia,USA,Food,Offline,Low,2022-10-30,737,2023-04-12,885,1.90,4.20,93.20,1.40,18.50
Europe,UK,Furniture,Online,Medium,2022-04-26,738,2023-04-14,321,1.80,3.10,4.80,21.50,10.80
Asia,Brazil,Sports,Online,Medium,2023-01-31,739,2023-04-13,349,1.80,4.40,56.50,48.70,16.80
Asia,USA,Clothing,Offline,High,2022-11-30,740,2023-04-09,894,3.00,3.70,9.90,39.90,29.50
North America,France,Food,Offline,Medium,2022-11-09,741,2023-04-13,836,4.50,1.70,21.10,39.30,19.80
Australia,China,Food,Offline,Medium,2023-03-01,742,2023-04-12,150,1.00,2.10,43.00,28.20,48.30
Asia,Argentina,Food,Online,Low,2022-10-03,743,2023-04-11,751,5.70,0.90,93.20,10.00,18.20
Australia,China,Clothing,Offline,Low,2022-06-20,744,2023-04-14,660,0.50,3.70,66.40,36.50,8.00
